log_message,severity
2023-10-31T01:03:09.594218+01:00 Full restore complete of datafile 22 /Data/FRET/TBS_WORKS_DCOMP_04.dbf.  Elapsed time: 0:01:04 checkpoint is 5473817037 last deallocation scn is 5352501095,0
2023-10-31T01:03:16.668211+01:00 Full restore complete of datafile 21 /Data/FRET/TBS_WORKS_DCOMP_03.dbf.  Elapsed time: 0:01:11 checkpoint is 5473817036 last deallocation scn is 5352501095,0
2023-10-31T01:04:39.096110+01:00 Full restore complete of datafile 23 /Data/FRET/TBS_WORKS_DCOMP_05.dbf.  Elapsed time: 0:01:29 checkpoint is 5473818159 last deallocation scn is 5352501095,0
2023-10-31T01:06:37.006161+01:00 Full restore complete of datafile 24 /Index/FRET/TBS_WORKS_DCOMP_IDX_00.dbf.  Elapsed time: 0:03:19 checkpoint is 5473818384 last deallocation scn is 5359342398,0
2023-10-31T01:07:37.751617+01:00 Full restore complete of datafile 25 /Index/FRET/TBS_WORKS_DCOMP_IDX_01.dbf.  Elapsed time: 0:02:54 checkpoint is 5473820773 last deallocation scn is 5359342398,0
2023-10-31T01:09:29.786750+01:00 Full restore complete of datafile 26 /Index/FRET/TBS_WORKS_DCOMP_IDX_02.dbf.  Elapsed time: 0:02:51 checkpoint is 5473824622 last deallocation scn is 5359342398,0
2023-10-31T01:10:38.083158+01:00 Full restore complete of datafile 27 /Index/FRET/TBS_WORKS_DCOMP_IDX_03.dbf.  Elapsed time: 0:02:55 checkpoint is 5473826276 last deallocation scn is 5359342398,0
2023-10-31T01:12:25.912768+01:00 Full restore complete of datafile 28 /Index/FRET/TBS_WORKS_DCOMP_IDX_04.dbf.  Elapsed time: 0:02:46 checkpoint is 5473829158 last deallocation scn is 5359342398,0
2023-10-31T01:13:39.738395+01:00 Full restore complete of datafile 29 /Index/FRET/TBS_WORKS_DCOMP_IDX_05.dbf.  Elapsed time: 0:02:55 checkpoint is 5473837085 last deallocation scn is 5359342398,0
2023-10-31T01:14:28.553239+01:00 Full restore complete of datafile 30 /Data/FRET/TBS_WORKS_RCOMPC_00.dbf.  Elapsed time: 0:01:59 checkpoint is 5473839527 last deallocation scn is 5358419826,0
2023-10-31T01:16:01.531432+01:00 Full restore complete of datafile 31 /Data/FRET/TBS_WORKS_RCOMPC_01.dbf.  Elapsed time: 0:02:17 checkpoint is 5473841751 last deallocation scn is 5358419826,0
2023-10-31T01:17:06.128693+01:00 Full restore complete of datafile 32 /Index/FRET/TBS_WORKS_RCOMPC_IDX_00.dbf.  Elapsed time: 0:02:36 checkpoint is 5473842952 last deallocation scn is 5460397212,0
2023-10-31T01:18:28.799527+01:00 Full restore complete of datafile 33 /Index/FRET/TBS_WORKS_RCOMPC_IDX_01.dbf.  Elapsed time: 0:02:23 checkpoint is 5473846493 last deallocation scn is 5460376412,0
2023-10-31T01:18:47.867063+01:00 Full restore complete of datafile 34 /Data/FRET/TBS_WORKS_RCOMPR_00.dbf.  Elapsed time: 0:01:37 checkpoint is 5473850887 last deallocation scn is 4700999147,0
2023-10-31T01:20:24.314848+01:00 Full restore complete of datafile 35 /Data/FRET/TBS_WORKS_RCOMPR_01.dbf.  Elapsed time: 0:01:49 checkpoint is 5473854379 last deallocation scn is 4700999144,0
2023-10-31T01:20:36.999928+01:00 Full restore complete of datafile 36 /Data/FRET/TBS_WORKS_RCOMPR_02.dbf.  Elapsed time: 0:01:42 checkpoint is 5473854898 last deallocation scn is 4700999144,0
2023-10-31T01:23:07.606611+01:00 Full restore complete of datafile 37 /Index/FRET/TBS_WORKS_RCOMPR_IDX_00.dbf.  Elapsed time: 0:02:37 checkpoint is 5473858794 last deallocation scn is 5440195120,0
2023-10-31T01:23:23.663734+01:00 Full restore complete of datafile 38 /Index/FRET/TBS_WORKS_RCOMPR_IDX_01.dbf.  Elapsed time: 0:02:38 checkpoint is 5473859250 last deallocation scn is 5440195120,0
2023-10-31T01:25:07.628296+01:00 Full restore complete of datafile 39 /Index/FRET/TBS_WORKS_RCOMPR_IDX_02.dbf.  Elapsed time: 0:01:57 checkpoint is 5473865274 last deallocation scn is 5440195120,0
2023-10-31T01:26:19.392474+01:00 Full restore complete of datafile 40 /Index/FRET/TBS_WORKS_DCOMP_IDX_06.dbf.  Elapsed time: 0:02:54 checkpoint is 5473865847 last deallocation scn is 5359342398,0
2023-10-31T01:27:03.532404+01:00 Full restore complete of datafile 41 /Index/FRET/TBS_WORKS_RCOMPR_IDX_03.dbf.  Elapsed time: 0:01:53 checkpoint is 5473874407 last deallocation scn is 5440195120,0
2023-10-31T01:28:14.726569+01:00 Full restore complete of datafile 43 /Data/FRET/TBS_WORKS_DCOMP_06.dbf.  Elapsed time: 0:01:04 checkpoint is 5473877261 last deallocation scn is 5352501095,0
2023-10-31T01:28:20.896503+01:00 Full restore complete of datafile 42 /Index/FRET/TBS_WORKS_DCOMP_IDX_07.dbf.  Elapsed time: 0:01:55 checkpoint is 5473876560 last deallocation scn is 5359342398,0
2023-10-31T01:30:48.090847+01:00 Full restore complete of datafile 44 /Index/FRET/TBS_WORKS_RCOMPC_IDX_02.dbf.  Elapsed time: 0:02:32 checkpoint is 5473879742 last deallocation scn is 5460376412,0
2023-10-31T01:31:21.797578+01:00 Full restore complete of datafile 45 /Index/FRET/TBS_WORKS_DCOMP_IDX_08.dbf.  Elapsed time: 0:02:58 checkpoint is 5473880084 last deallocation scn is 5359342398,0
2023-10-31T01:32:30.670771+01:00 Full restore complete of datafile 47 /Data/FRET/TBS_WORKS_DCOMP_07.dbf.  Elapsed time: 0:01:06 checkpoint is 5473885751 last deallocation scn is 5352501095,0
2023-10-31T01:33:37.752133+01:00 Full restore complete of datafile 48 /Data/FRET/TBS_FRET_CUBE_00.dbf.  Elapsed time: 0:00:59 checkpoint is 5473889591 last deallocation scn is 5468551558,0
2023-10-31T01:34:08.129329+01:00 Full restore complete of datafile 46 /Data/FRET/TBS_FRET_06.dbf.  Elapsed time: 0:03:10 checkpoint is 5473884789 last deallocation scn is 5473811611,0
2023-10-31T01:34:37.257460+01:00 Full restore complete of datafile 49 /Data/FRET/TBS_FRET_CUBE_01.dbf.  Elapsed time: 0:00:53 checkpoint is 5473893084 last deallocation scn is 5468551741,0
2023-10-31T01:34:52.892296+01:00 Full restore complete of datafile 50 /Data/FRET/TBS_FRET_CUBE_02.dbf.  Elapsed time: 0:00:43 checkpoint is 5473893763 last deallocation scn is 5468551744,0
2023-10-31T01:37:14.320220+01:00 Full restore complete of datafile 52 /Data/FRET/TBS_WORKS_RCOMPR_03.dbf.  Elapsed time: 0:02:15 checkpoint is 5473894737 last deallocation scn is 4700999144,0
2023-10-31T01:38:14.321238+01:00 Full restore complete of datafile 53 /Data/FRET/TBS_WORKS_DCOMP_08.dbf.  Elapsed time: 0:00:59 checkpoint is 5473899078 last deallocation scn is 5352501103,0
2023-10-31T01:38:16.861929+01:00 Full restore complete of datafile 51 /Data/FRET/TBS_FRET_07.dbf.  Elapsed time: 0:03:32 checkpoint is 5473894426 last deallocation scn is 5473811614,0
2023-10-31T01:40:26.181932+01:00 Full restore complete of datafile 55 /Index/FRET/TBS_WORKS_RCOMPR_IDX_04.dbf.  Elapsed time: 0:02:06 checkpoint is 5473901436 last deallocation scn is 5440195124,0
2023-10-31T01:41:33.472332+01:00 Full restore complete of datafile 56 /Index/FRET/TBS_WORKS_COMP_IDX_01.dbf.  Elapsed time: 0:00:58 checkpoint is 5473911622 last deallocation scn is 5473462559,0
2023-10-31T01:41:33.853662+01:00 Full restore complete of datafile 54 /Data/FRET/TBS_FRET_08.dbf.  Elapsed time: 0:03:13 checkpoint is 5473901432 last deallocation scn is 5473811617,0
2023-10-31T01:42:45.557267+01:00 Full restore complete of datafile 58 /Data/FRET/TBS_WORKS_DCOMP_09.dbf.  Elapsed time: 0:01:04 checkpoint is 5473912963 last deallocation scn is 5352501095,0
2023-10-31T01:44:17.646743+01:00 Full restore complete of datafile 59 /Data/FRET/TBS_WORKS_RCOMPR_04.dbf.  Elapsed time: 0:01:31 checkpoint is 5473914979 last deallocation scn is 4700999144,0
2023-10-31T01:44:34.959997+01:00 Full restore complete of datafile 57 /Index/FRET/TBS_WORKS_DCOMP_IDX_09.dbf.  Elapsed time: 0:02:54 checkpoint is 5473912962 last deallocation scn is 5359342398,0
2023-10-31T01:46:40.086616+01:00 Full restore complete of datafile 60 /Data/FRET/TBS_WORKS_RCOMPC_02.dbf.  Elapsed time: 0:02:19 checkpoint is 5473916659 last deallocation scn is 5358419826,0
2023-10-31T01:46:59.526292+01:00 Full restore complete of datafile 61 /Data/FRET/TBS_WORKS_RCOMPC_03.dbf.  Elapsed time: 0:02:23 checkpoint is 5473916845 last deallocation scn is 5358419826,0
2023-10-31T01:49:08.873691+01:00 Full restore complete of datafile 62 /Data/FRET/TBS_WORKS_RCOMPC_04.dbf.  Elapsed time: 0:02:26 checkpoint is 5473921789 last deallocation scn is 5358419826,0
2023-10-31T01:49:25.234451+01:00 Full restore complete of datafile 63 /Data/FRET/TBS_WORKS_RCOMPC_05.dbf.  Elapsed time: 0:02:18 checkpoint is 5473922426 last deallocation scn is 5358419817,0
2023-10-31T01:51:06.872790+01:00 Full restore complete of datafile 65 /Data/FRET/TBS_WORKS_RCOMPR_05.dbf.  Elapsed time: 0:01:39 checkpoint is 5473925517 last deallocation scn is 4700999144,0
2023-10-31T01:51:23.650408+01:00 Full restore complete of datafile 64 /Data/FRET/TBS_WORKS_RCOMPC_06.dbf.  Elapsed time: 0:02:11 checkpoint is 5473925142 last deallocation scn is 5358419823,0
2023-10-31T01:52:58.668013+01:00 Full restore complete of datafile 66 /Data/FRET/TBS_WORKS_RCOMPR_06.dbf.  Elapsed time: 0:01:46 checkpoint is 5473927772 last deallocation scn is 4700999144,0
2023-10-31T01:53:44.972526+01:00 Full restore complete of datafile 67 /Data/FRET/TBS_WORKS_RCOMPC_07.dbf.  Elapsed time: 0:02:16 checkpoint is 5473928390 last deallocation scn is 5358419823,0
2023-10-31T01:57:16.044887+01:00 Full restore complete of datafile 68 /Data/FRET/TBS_WORKS_RCOMPC_08.dbf.  Elapsed time: 0:04:13 checkpoint is 5473930120 last deallocation scn is 5358419826,0
2023-10-31T01:58:06.535000+01:00 Full restore complete of datafile 69 /Data/FRET/TBS_WORKS_RCOMPC_09.dbf.  Elapsed time: 0:04:18 checkpoint is 5473931155 last deallocation scn is 5358419826,0
2023-10-31T02:00:59.380985+01:00 Full restore complete of datafile 70 /Data/FRET/TBS_WORKS_RCOMPC_10.dbf.  Elapsed time: 0:03:36 checkpoint is 5473944267 last deallocation scn is 5358419826,0
2023-10-31T02:01:47.577652+01:00 Full restore complete of datafile 71 /Data/FRET/TBS_WORKS_RCOMPC_11.dbf.  Elapsed time: 0:03:38 checkpoint is 5473945109 last deallocation scn is 5473601696,0
2023-10-31T02:04:39.280176+01:00 Full restore complete of datafile 72 /Data/FRET/TBS_WORKS_RCOMPC_12.dbf.  Elapsed time: 0:03:33 checkpoint is 5473951078 last deallocation scn is 5473601696,0
2023-10-31T02:05:13.781176+01:00 Full restore complete of datafile 73 /Data/FRET/TBS_FRET_09.dbf.  Elapsed time: 0:03:22 checkpoint is 5473952398 last deallocation scn is 5473947165,0
2023-10-31T02:06:54.433115+01:00 Full restore complete of datafile 74 /Index/FRET/TBS_WORKS_DCOMP_IDX_10.dbf.  Elapsed time: 0:02:08 checkpoint is 5473957345 last deallocation scn is 5359342398,0
2023-10-31T02:08:25.039752+01:00 Full restore complete of datafile 75 /Index/FRET/TBS_WORKS_DCOMP_IDX_11.dbf.  Elapsed time: 0:03:04 checkpoint is 5473958182 last deallocation scn is 5359342398,0
2023-10-31T02:09:53.519240+01:00 Full restore complete of datafile 76 /Data/FRET/TBS_FRET_10.dbf.  Elapsed time: 0:02:57 checkpoint is 5473960481 last deallocation scn is 5473947167,0
2023-10-31T02:10:57.019882+01:00 Full restore complete of datafile 77 /Index/FRET/TBS_WORKS_RCOMPC_IDX_03.dbf.  Elapsed time: 0:02:25 checkpoint is 5473962481 last deallocation scn is 5460397141,0
2023-10-31T02:12:09.410081+01:00 Full restore complete of datafile 79 /Index/FRET/TBS_WORKS_COMP_IDX_02.dbf.  Elapsed time: 0:01:06 checkpoint is 5473970752 last deallocation scn is 5473462561,0
2023-10-31T02:13:06.629563+01:00 Full restore complete of datafile 78 /Index/FRET/TBS_WORKS_DCOMP_IDX_12.dbf.  Elapsed time: 0:03:09 checkpoint is 5473964197 last deallocation scn is 5359342398,0
2023-10-31T02:14:49.760354+01:00 Full restore complete of datafile 80 /Index/FRET/TBS_WORKS_RCOMPC_IDX_04.dbf.  Elapsed time: 0:02:30 checkpoint is 5473972468 last deallocation scn is 5460376412,0
2023-10-31T02:16:45.539069+01:00 Full restore complete of datafile 81 /Data/FRET/TBS_WORKS_RCOMPC_13.dbf.  Elapsed time: 0:03:31 checkpoint is 5473973370 last deallocation scn is 5473601696,0
2023-10-31T02:17:09.104440+01:00 Full restore complete of datafile 82 /Index/FRET/TBS_WORKS_DCOMP_IDX_13.dbf.  Elapsed time: 0:02:10 checkpoint is 5473975531 last deallocation scn is 5359342398,0
2023-10-31T02:19:16.497083+01:00 Full restore complete of datafile 84 /Index/FRET/TBS_WORKS_RCOMPR_IDX_05.dbf.  Elapsed time: 0:02:07 checkpoint is 5473980676 last deallocation scn is 5440195133,0
2023-10-31T02:20:43.858485+01:00 Full restore complete of datafile 83 /Data/FRET/TBS_WORKS_RCOMPC_14.dbf.  Elapsed time: 0:03:49 checkpoint is 5473980384 last deallocation scn is 5473601696,0
2023-10-31T02:22:23.517746+01:00 Full restore complete of datafile 85 /Index/FRET/TBS_WORKS_RCOMPC_IDX_05.dbf.  Elapsed time: 0:02:58 checkpoint is 5473983668 last deallocation scn is 5460376412,0
2023-10-31T02:22:56.080071+01:00 Full restore complete of datafile 86 /Index/FRET/TBS_WORKS_DCOMP_IDX_14.dbf.  Elapsed time: 0:02:06 checkpoint is 5473985424 last deallocation scn is 5359342398,0
2023-10-31T02:25:15.730486+01:00 Full restore complete of datafile 87 /Index/FRET/TBS_WORKS_DCOMP_IDX_15.dbf.  Elapsed time: 0:02:50 checkpoint is 5473987770 last deallocation scn is 5359342398,0
2023-10-31T02:26:12.115339+01:00 Full restore complete of datafile 88 /Data/FRET/TBS_FRET_11.dbf.  Elapsed time: 0:03:10 checkpoint is 5473988191 last deallocation scn is 5473947169,0
2023-10-31T02:27:12.362679+01:00 Full restore complete of datafile 89 /Index/FRET/TBS_WORKS_RCOMPR_IDX_06.dbf.  Elapsed time: 0:01:52 checkpoint is 5473995366 last deallocation scn is 5440195120,0
2023-10-31T02:29:13.301111+01:00 Full restore complete of datafile 90 /Index/FRET/TBS_WORKS_DCOMP_IDX_16.dbf.  Elapsed time: 0:02:58 checkpoint is 5473997711 last deallocation scn is 5359342407,0
2023-10-31T02:30:27.060504+01:00 Full restore complete of datafile 91 /Data/FRET/TBS_FRET_12.dbf.  Elapsed time: 0:03:07 checkpoint is 5473999097 last deallocation scn is 5473947171,0
2023-10-31T02:31:44.342540+01:00 Full restore complete of datafile 93 /Index/FRET/TBS_WORKS_COMP_IDX_03.dbf.  Elapsed time: 0:01:14 checkpoint is 5474004077 last deallocation scn is 5473462548,0
2023-10-31T02:32:27.300706+01:00 Full restore complete of datafile 92 /Data/FRET/TBS_WORKS_RCOMPC_15.dbf.  Elapsed time: 0:03:12 checkpoint is 5474001580 last deallocation scn is 5473601696,0
2023-10-31T02:34:26.526834+01:00 Full restore complete of datafile 94 /Index/FRET/TBS_WORKS_RCOMPC_IDX_06.dbf.  Elapsed time: 0:02:41 checkpoint is 5474007225 last deallocation scn is 5460376412,0
2023-10-31T02:35:17.264547+01:00 Full restore complete of datafile 95 /Index/FRET/TBS_WORKS_COMP_IDX_04.dbf.  Elapsed time: 0:02:47 checkpoint is 5474008383 last deallocation scn is 5473462550,0
2023-10-31T02:38:00.424432+01:00 Full restore complete of datafile 96 /Data/FRET/TBS_WORKS_RCOMPC_16.dbf.  Elapsed time: 0:03:24 checkpoint is 5474011079 last deallocation scn is 5473601696,0
2023-10-31T02:38:22.485413+01:00 Full restore complete of datafile 97 /Data/FRET/TBS_FRET_13.dbf.  Elapsed time: 0:03:01 checkpoint is 5474011952 last deallocation scn is 5473947173,0
2023-10-31T02:41:01.653782+01:00 Full restore complete of datafile 99 /Index/FRET/TBS_WORKS_RCOMPC_IDX_07.dbf.  Elapsed time: 0:02:29 checkpoint is 5474016874 last deallocation scn is 5460376412,0
2023-10-31T02:41:22.032283+01:00 Full restore complete of datafile 98 /Data/FRET/TBS_FRET_14.dbf.  Elapsed time: 0:03:15 checkpoint is 5474016138 last deallocation scn is 5473947175,0
2023-10-31T02:43:15.416472+01:00 Full restore complete of datafile 100 /Index/FRET/TBS_WORKS_RCOMPR_IDX_07.dbf.  Elapsed time: 0:02:08 checkpoint is 5474024615 last deallocation scn is 5440195120,0
2023-10-31T02:43:53.991255+01:00 Full restore complete of datafile 101 /Index/FRET/TBS_WORKS_RCOMPC_IDX_09.dbf.  Elapsed time: 0:02:31 checkpoint is 5474024868 last deallocation scn is 5460376412,0
